Estado,Municipio,Zona/Colonia,Calle/Vía de Acceso,Pilar 1 (Suelo/Extorsión),Pilar 2 (Vial/Carretera),Pilar 3 (Social/Certeza),Semáforo (Status),Dictamen & Justificación Estratégica,Latitud,Longitud,Fuentes / Evidencias Encontradas
Zacatecas,Miguel Auza,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Miguel Auza. Cabecera municipal funcional; se recomienda transitar en carreteras estatales en horarios diurnos y mantener monitoreo logístico.,24.1623,-103.4626,[Histórico SESNSP] SESNSP - Entorno semidesértico / altiplano bajo monitoreo
Zacatecas,Momax,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado. Enclave rural del suroeste sin reportes de violencia de alto impacto.,21.9448,-103.2372,[Histórico SESNSP] SESNSP - Mínima incidencia delictiva
Zacatecas,Monte Escobedo,Todo el Municipio,Accesos Principales,Alto (4/10),Alto (3/10),Alto (4/10),🔴 ROJO,No-Go. Aislamiento geográfico y presencia intermitente de células armadas en terracerías y caminos secundarios.,22.3798,-103.4722,[Histórico SESNSP] SESNSP - Zona serrana con riesgo de tránsito
Zacatecas,Morelos,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado. Conurbación norte con Zacatecas Capital; viable en corredor carretero federal 45.,22.8557,-102.6826,[Histórico SESNSP] SESNSP - Tránsito metropolitano norte
Zacatecas,Moyahua de Estrada,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,Aprobado. Entrada sur del Cañón de Juchipila; entorno armónico y seguro.,21.1964,-103.1825,[Histórico SESNSP] SESNSP - Puerta sur del cañón tranquila
Zacatecas,Nochistlán de Mejía,Todo el Municipio,Accesos Principales,Bajo (8/10),Medio (7/10),Bajo (8/10),🟡 AMARILLO,Condicionado. Precaución preventiva en accesos viales o zonas periféricas de Nochistlán de Mejía.,21.4361,-102.8273,[Histórico SESNSP] Sectur / SESNSP - Tradición y tranquilidad social
Zacatecas,Noria de Ángeles,Todo el Municipio,Accesos Principales,Alto (4/10),Alto (3/10),Alto (4/10),🔴 ROJO,No-Go. Municipio de Noria de Ángeles con alerta preventiva por disputas de grupos delictivos o antecedentes de asaltos carreteros.,22.3985,-101.9556,[Histórico SESNSP] SESNSP - Zona de atención prioritaria en Zacatecas
Zacatecas,Ojocaliente,Todo el Municipio,Accesos Principales,Medio (5/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado. Corredor Carretera 45 sur; vigilancia preventiva ante incidentes en zonas aledañas.,22.5655,-102.2319,[Histórico SESNSP] SESNSP - Corredor central bajo patrullaje
Zacatecas,Pinos,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,"Condicionado. Pueblo Mágico en el Altiplano; cabecera histórica pacífica, traslados en carreteras estatales limítrofes con San Luis Potosí requieren precaución.",22.2730,-101.6041,[Histórico SESNSP] Sectur / SESNSP - Altiplano con vigilancia preventiva
Zacatecas,Pánuco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Pánuco. Cabecera municipal funcional; se recomienda transitar en carreteras estatales en horarios diurnos y mantener monitoreo logístico.,22.9786,-102.4754,[Histórico SESNSP] SESNSP - Entorno semidesértico / altiplano bajo monitoreo
Zacatecas,Río Grande,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado. Nodo logístico y comercial del norte zacatecano; tránsito seguro de día sobre Carretera Federal 49.,23.8127,-103.0513,[Histórico SESNSP] SESNSP - Corredor comercial vigilado
Zacatecas,Sain Alto,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Sain Alto. Cabecera municipal funcional; se recomienda transitar en carreteras estatales en horarios diurnos y mantener monitoreo logístico.,23.5795,-103.2193,[Histórico SESNSP] SESNSP - Entorno semidesértico / altiplano bajo monitoreo
Zacatecas,Santa María de la Paz,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado. Municipio pacífico del suroeste con excelente armonía comunitaria.,21.5114,-103.3705,[Histórico SESNSP] SESNSP - Paz comunitaria ejemplar
Zacatecas,Sombrerete,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (7/10),Medio (7/10),🟡 AMARILLO,Condicionado. Pueblo Mágico minero colonial; vida tranquila en la cabecera municipal con precaución en carreteras de terracería hacia Durango.,23.6354,-103.6410,[Histórico SESNSP] Sectur / SESNSP - Pueblo Mágico con resguardo
Zacatecas,Susticacán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Susticacán. Cabecera municipal funcional; se recomienda transitar en carreteras estatales en horarios diurnos y mantener monitoreo logístico.,22.6297,-103.1917,[Histórico SESNSP] SESNSP - Entorno semidesértico / altiplano bajo monitoreo
Zacatecas,Tabasco,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,Aprobado. Presa El Chique y valle agrícola en calma con bajo riesgo de seguridad.,21.9397,-102.9250,[Histórico SESNSP] SESNSP - Valle agrícola estable
Zacatecas,Tepechitlán,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,Aprobado. Zona agropecuaria del suroeste con estabilidad vecinal.,21.6146,-103.3653,[Histórico SESNSP] SESNSP - Convivencia ordenada
Zacatecas,Tepetongo,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (3/10),🔴 ROJO,No-Go. Punto crítico de paso y emboscadas en carreteras hacia Jalisco; alto riesgo vial y de seguridad personal.,22.4228,-103.1576,[Histórico SESNSP] SESNSP - Tramo carretero vulnerable
Zacatecas,Teúl de González Ortega,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,"Aprobado. Pueblo Mágico modelo por su paz social, tradición mezcalera y nula incidencia delictiva de impacto.",21.3503,-103.4050,[Histórico SESNSP] Sectur / SESNSP - Pueblo Mágico seguro y pacífico
Zacatecas,Tlaltenango de Sánchez Román,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,Aprobado. Cabecera regional del sur de Zacatecas con vibrante comercio formal y orden cívico.,21.7746,-103.2447,[Histórico SESNSP] SESNSP - Centro comercial del sur estable
Zacatecas,Trancoso,Todo el Municipio,Accesos Principales,Medio (5/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado. Entrada al corredor oriente; precauciones en tramos carreteros no iluminados.,22.7568,-102.3217,[Histórico SESNSP] SESNSP - Acceso oriente con monitoreo
Zacatecas,Trinidad García de la Cadena,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (7/10),Bajo (8/10),🟡 AMARILLO,Condicionado. Precaución preventiva en accesos viales o zonas periféricas de Trinidad García de la Cadena.,21.2229,-103.4942,[Histórico SESNSP] SESNSP - Extremo sur pacífico
Zacatecas,Valparaíso,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,No-Go. Corredor serrano limítrofe con Durango y Jalisco en disputa permanente por grupos delictivos rurales.,22.6654,-103.5263,[Histórico SESNSP] SESNSP - Disputa territorial serrana
Zacatecas,Vetagrande,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Vetagrande. Cabecera municipal funcional; se recomienda transitar en carreteras estatales en horarios diurnos y mantener monitoreo logístico.,22.8705,-102.4447,[Histórico SESNSP] SESNSP - Entorno semidesértico / altiplano bajo monitoreo
Zacatecas,Villa García,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Villa García. Cabecera municipal funcional; se recomienda transitar en carreteras estatales en horarios diurnos y mantener monitoreo logístico.,22.1254,-101.9019,[Histórico SESNSP] SESNSP - Entorno semidesértico / altiplano bajo monitoreo
Zacatecas,Villa González Ortega,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Villa González Ortega. Cabecera municipal funcional; se recomienda transitar en carreteras estatales en horarios diurnos y mantener monitoreo logístico.,22.5439,-101.9390,[Histórico SESNSP] SESNSP - Entorno semidesértico / altiplano bajo monitoreo
Zacatecas,Villa Hidalgo,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Villa Hidalgo. Cabecera municipal funcional; se recomienda transitar en carreteras estatales en horarios diurnos y mantener monitoreo logístico.,22.4067,-101.7222,[Histórico SESNSP] SESNSP - Entorno semidesértico / altiplano bajo monitoreo
Zacatecas,Villa de Cos,Todo el Municipio,Accesos Principales,Alto (4/10),Alto (3/10),Alto (4/10),🔴 ROJO,No-Go. Extenso territorio desértico atravesado por la Carretera 54 con incidentes de robo y despojo violento a transportistas.,23.5291,-102.1173,[Histórico SESNSP] SESNSP - Foco de robo carretero en el semidesierto
Zacatecas,Villanueva,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,"Condicionado. Cuna de la charrería y zona arqueológica de La Quemada; cabecera segura, precaución en accesos rurales.",22.3353,-102.8434,[Histórico SESNSP] SESNSP - Zona arqueológica y ganadera
Zacatecas,Zacatecas,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado. Centro histórico y atractivos turísticos protegidos por Guardia Nacional y corporaciones estatales; precauciones requeridas en colonias periféricas.,22.7754,-102.5723,[Histórico SESNSP] ENSU INEGI / SESNSP - Capital con resguardo en zonas patrimoniales
San Luis Potosí,Ahualulco del Sonido 13,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Ahualulco del Sonido 13. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,23.6345,-102.5528,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Alaquines,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Alaquines. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,22.0812,-99.5998,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Aquismón,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (9/10),Bajo (9/10),🟢 VERDE,Aprobado. Pueblo Mágico de cascadas y sótanos naturales con protección comunitaria y cero impacto de extorsión.,21.7481,-99.0636,[Histórico SESNSP] Sectur / SESNSP - Destino de ecoturismo seguro
San Luis Potosí,Armadillo de los Infante,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Armadillo de los Infante. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,22.2611,-100.6870,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Axtla de Terrazas,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,"Aprobado para inversión y turismo en Axtla de Terrazas. Huasteca Potosina / Zona Media con excelente convivencia ciudadana, baja incidencia criminal y gran hospitalidad.",21.4242,-98.8781,[Histórico SESNSP] SESNSP - Huasteca y Zona Media de San Luis Potosí
San Luis Potosí,Catorce,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Catorce. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,23.6439,-101.0551,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Cedral,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Cedral. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,23.9464,-100.6854,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Cerritos,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Cerritos. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,22.4191,-100.2981,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Cerro de San Pedro,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Cerro de San Pedro. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,22.2000,-100.7618,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Charcas,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Charcas. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,23.2731,-101.1088,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Ciudad Fernández,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,Aprobado. Conurbación con Rioverde con vocación agrícola y servicios tranquilos.,21.9910,-100.0485,[Histórico SESNSP] SESNSP - Valle agrícola de la Zona Media
San Luis Potosí,Ciudad Valles,Todo el Municipio,Accesos Principales,Bajo (8/10),Medio (7/10),Bajo (8/10),🟡 AMARILLO,Condicionado. Precaución preventiva en accesos viales o zonas periféricas de Ciudad Valles.,22.0758,-99.0734,[Histórico SESNSP] SESNSP - Corazón de la Huasteca Potosina
San Luis Potosí,Ciudad del Maíz,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Ciudad del Maíz. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,22.4309,-99.7047,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Coxcatlán,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,"Aprobado para inversión y turismo en Coxcatlán. Huasteca Potosina / Zona Media con excelente convivencia ciudadana, baja incidencia criminal y gran hospitalidad.",21.5148,-98.8981,[Histórico SESNSP] SESNSP - Huasteca y Zona Media de San Luis Potosí
San Luis Potosí,Cárdenas,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Cárdenas. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,22.0055,-99.6494,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Ebano,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Ebano. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,22.1684,-98.4443,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,El Naranjo,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,"Aprobado para inversión y turismo en El Naranjo. Huasteca Potosina / Zona Media con excelente convivencia ciudadana, baja incidencia criminal y gran hospitalidad.",22.4509,-99.3401,[Histórico SESNSP] SESNSP - Huasteca y Zona Media de San Luis Potosí
San Luis Potosí,Guadalcázar,Todo el Municipio,Accesos Principales,Alto (4/10),Alto (3/10),Alto (4/10),🔴 ROJO,No-Go. Tramo carretero 57 norte sujeto a continuos patrullajes federales por asaltos a transporte.,22.9010,-100.2957,[Histórico SESNSP] SESNSP - Riesgo vial en tramos federales desolados
San Luis Potosí,Huehuetlán,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,"Aprobado para inversión y turismo en Huehuetlán. Huasteca Potosina / Zona Media con excelente convivencia ciudadana, baja incidencia criminal y gran hospitalidad.",21.5169,-98.9920,[Histórico SESNSP] SESNSP - Huasteca y Zona Media de San Luis Potosí
San Luis Potosí,Lagunillas,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Lagunillas. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,21.5980,-99.6193,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Matehuala,Todo el Municipio,Accesos Principales,Alto (4/10),Alto (3/10),Alto (4/10),🔴 ROJO,No-Go. Altiplano en el tramo de la Carretera 57 con antecedentes críticos de secuestro de migrantes y asaltos a transporte de carga pesada.,23.5229,-100.6040,[Histórico SESNSP] SESNSP - Foco crítico en Carretera 57 Altiplano
San Luis Potosí,Matlapa,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,"Aprobado para inversión y turismo en Matlapa. Huasteca Potosina / Zona Media con excelente convivencia ciudadana, baja incidencia criminal y gran hospitalidad.",21.3326,-98.8188,[Histórico SESNSP] SESNSP - Huasteca y Zona Media de San Luis Potosí
San Luis Potosí,Mexquitic de Carmona,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Mexquitic de Carmona. Localidad rural o conurbada del altiplano/centro con precauciones habituales de tránsito nocturno.,22.2549,-101.1802,[Histórico SESNSP] SESNSP - Entorno semidesértico / conurbado en monitoreo
San Luis Potosí,Moctezuma,Todo el Municipio,Accesos Principales,Alto (4/10),Alto (3/10),Alto (4/10),🔴 ROJO,No-Go. Moctezuma presenta riesgo en tramos despoblados del Altiplano o Carretera 57 por asaltos a transporte y hechos delictivos federales.,22.7074,-101.1441,[Histórico SESNSP] SESNSP - Altiplano norte y Carretera 57 bajo patrullaje prioritario
